prompt1,prompt2,label
a glass window swimming in the lake on the mountain,a glass window swimming in the lake atop the mountain,1
a blue car cooking dinner in the garden in moonlight,a brown dog cooking dinner on the beach in moonlight,0
a wooden chair flying in the sky in the garden,a glass window flying in the sky on the beach in moonlight,0
a brown dog sleeping on the couch on the beach,a blue car walking slowly near the river,0
a silver laptop playing music in the city,a wooden chair dancing happily under a tree,0
a green tree sleeping on the couch in the forest under clear sky,"beneath clear sky, a green tree sleeping on the couch in the forest",1
a silver laptop walking slowly on the beach,a green tree running in the park on the mountain,0
a wooden chair playing music in the forest,a red bicycle dancing happily by the lake,0
a glass window climbing the mountain on the mountain,a yellow flower dancing happily in the garden in the fog,0
a silver laptop walking slowly under a tree,a silver laptop pacing slowly below a tree,1
a blue car swimming in the lake on the mountain during storm,a white house dancing happily in the forest in moonlight,0
a silver laptop climbing the mountain in the forest on a sunny day,"positioned on a sunny day, a silver laptop climbing the mountain in the forest",1
a white house swimming in the lake by the lake,a white home swimming in the lake by the lake,1
a black cat running in the park at the park in the rain,a black cat jogging in the park at the park in the rain,1
a glass window running in the park in the city in moonlight,a wooden chair sleeping on the couch on the mountain,0
a black cat sleeping on the couch in the garden on a sunny day,a glass window playing music beside the road,0
a yellow flower sleeping on the couch beside the road,"positioned on the couch beside the road, a yellow flower sleeping",1
a glass window sleeping on the couch by the lake,"positioned on the couch by the lake, a glass window sleeping",1
a brown dog sleeping on the couch on the beach,a brown pooch sleeping over the couch on the beach,1
a black cat sleeping on the couch on the mountain during twilight,a black cat sleeping upon the couch on the mountain during twilight,1
a red bicycle dancing happily by the lake in the rain,a ruby bike dancing happily by the lake in the rain,1
a red bicycle reading a book on the mountain,"positioned on the mountain, a red bicycle reading a book",1
a brown dog dancing happily under a tree,a brown pup dancing happily under a tree,1
a yellow flower cooking dinner in the garden,a yellow flower cooking dinner in the garden,1
a brown dog walking slowly under a tree,a white house playing music in the garden,0
a blue car cooking dinner by the lake under clear sky,"beneath clear sky, a blue car cooking dinner by the lake",1
a blue car sleeping on the couch at the park,a azure automobile sleeping over the couch at the park,1
a blue car climbing the mountain on the beach,a brown dog swimming in the lake on the mountain,0
a blue car playing music in the garden,a white house climbing the mountain in the garden,0
a blue car climbing the mountain on the mountain,a blue car dancing happily in the garden,0
a yellow flower walking slowly by the lake,a silver laptop swimming in the lake near the river at dawn,0
a black cat cooking dinner near the river,a glass window walking slowly under a tree,0
a glass window flying in the sky in the garden,a blue car playing music in the forest,0
a black cat reading a book on the mountain,a black kitty reading a book over the mountain,1
a brown dog flying in the sky at the park,a wooden chair running in the park on the beach at dawn,0
a glass window climbing the mountain by the lake in the rain,a silver laptop playing music on the mountain,0
a glass window climbing the mountain under a tree,a glass window climbing the mountain under a tree,1
a green tree cooking dinner on the beach,"positioned on the beach, a green tree cooking dinner",1
a black cat flying in the sky in the forest during twilight,a black kitty flying in the sky in the forest during twilight,1
a yellow flower flying in the sky in the forest,a yellow flower flying in the sky in the forest,1
a black cat flying in the sky in the forest on a sunny day,a silver laptop flying in the sky in the forest,0
a black cat flying in the sky on the mountain,a black cat flying in the sky over the mountain,1
a silver laptop sleeping on the couch beside the road,"positioned on the couch beside the road, a silver laptop sleeping",1
a white house reading a book in the garden on a sunny day,a blue car reading a book at the park,0
a glass window walking slowly by the lake in the snow,a brown dog sleeping on the couch at the park,0
a glass window walking slowly in the forest under clear sky,"beneath clear sky, a glass window walking slowly in the forest",1
a blue car running in the park at the park,a glass window walking slowly in the forest,0
a brown dog flying in the sky in the city,a brown pooch flying in the sky in the city,1
a brown dog running in the park by the lake,a silver laptop reading a book at the park,0
a wooden chair running in the park in the city,a yellow flower sleeping on the couch in the city,0
a yellow flower flying in the sky in the forest during twilight,a yellow flower flying in the sky in the forest during twilight,1
a silver laptop sleeping on the couch in the forest in moonlight,a silver laptop sleeping upon the couch in the forest in moonlight,1
a white house walking slowly under a tree,a blue car swimming in the lake on the beach,0
a green tree walking slowly in the garden,a wooden chair walking slowly on the beach in the fog,0
a wooden chair walking slowly near the river,a brown dog climbing the mountain in the city,0
a white house climbing the mountain on the beach in the rain,a glass window walking slowly near the river,0
a white house reading a book by the lake,a silver laptop dancing happily in the forest in the rain,0
a blue car dancing happily under a tree,a cobalt vehicle dancing happily below a tree,1
a red bicycle swimming in the lake beside the road,a red bike swimming in the lake beside the road,1
a wooden chair flying in the sky near the river,a wooden chair flying in the sky beside the river,1
a wooden chair running in the park in the forest,a wooden chair running in the park in the forest,1
a brown dog flying in the sky under a tree,a red bicycle dancing happily under a tree,0
a yellow flower walking slowly on the beach,a red bicycle cooking dinner under a tree,0
a blue car flying in the sky on the beach,"positioned on the beach, a blue car flying in the sky",1
a white house playing music on the beach,a brown dog running in the park on the beach,0
a brown dog running in the park near the river under clear sky,a blue car playing music in the city,0
a red bicycle playing music on the beach,a crimson cycle playing music upon the beach,1
a blue car reading a book on the beach,a red bicycle dancing happily beside the road in the rain,0
a glass window running in the park in the garden,a white house flying in the sky by the lake,0
a wooden chair dancing happily at the park at dawn,a silver laptop cooking dinner under a tree during twilight,0
a yellow flower reading a book at the park,a brown dog climbing the mountain by the lake,0
a green tree running in the park in the forest,a blue car sleeping on the couch in the forest,0
a glass window walking slowly on the mountain,a wooden chair running in the park beside the road,0
a yellow flower climbing the mountain in the forest,a red bicycle playing music beside the road,0
a black cat running in the park on the beach,a silver laptop running in the park at the park,0
a silver laptop dancing happily by the lake in the fog,a silver laptop dancing happily at the park,0
a black cat playing music in the forest on a sunny day,"positioned on a sunny day, a black cat playing music in the forest",1
a yellow flower reading a book near the river,a blue car climbing the mountain near the river,0
a wooden chair playing music on the mountain under clear sky,a brown dog cooking dinner under a tree,0
a red bicycle playing music under a tree,a white house reading a book in the city,0
a wooden chair swimming in the lake under a tree,a black cat playing music at the park in the rain,0
a wooden chair dancing happily in the forest,a glass window climbing the mountain by the lake,0
a white house running in the park near the river,a white home jogging in the park next to the river,1
a blue car cooking dinner on the mountain,a white house cooking dinner in the forest in the snow,0
a green tree sleeping on the couch in the garden,a glass window playing music on the beach under clear sky,0
a glass window playing music in the garden during storm,a glass window playing music in the garden during storm,1
a white house cooking dinner beside the road,a silver laptop cooking dinner in the garden,0
a black cat flying in the sky in the forest,a green tree climbing the mountain on the mountain in the snow,0
a brown dog dancing happily under a tree,a silver laptop flying in the sky at the park,0
a blue car swimming in the lake beside the road,a silver laptop running in the park in the city in moonlight,0
a glass window walking slowly in the garden,a glass window pacing slowly in the garden,1
a red bicycle flying in the sky on the mountain,a brown dog cooking dinner in the forest on a sunny day,0
a red bicycle cooking dinner in the forest,a green tree running in the park on the beach during sunset,0
a yellow flower reading a book in the garden,a yellow flower reading a book in the garden,1
a white house swimming in the lake on the mountain,a red bicycle swimming in the lake on the beach,0
a blue car swimming in the lake in the city,a blue car swimming in the lake in the city,1
a wooden chair dancing happily by the lake,a wooden chair dancing happily by the lake,1
a glass window climbing the mountain near the river in the rain,a white house cooking dinner by the lake,0
a glass window swimming in the lake by the lake,a silver laptop reading a book beside the road,0
a green tree swimming in the lake by the lake,a blue car walking slowly near the river,0
a brown dog cooking dinner at the park,a brown dog cooking dinner at the park,1
a red bicycle cooking dinner in the city,a blue car flying in the sky on the beach,0
a red bicycle running in the park on the mountain in the fog,a brown dog climbing the mountain under a tree,0
a yellow flower reading a book by the lake,a yellow flower running in the park by the lake during sunset,0
a blue car running in the park in the garden,a blue auto running in the park in the garden,1
a white house sleeping on the couch under a tree under clear sky,a green tree swimming in the lake near the river in the rain,0
a brown dog sleeping on the couch in the garden,a green tree climbing the mountain in the city,0
a wooden chair flying in the sky in the city on a sunny day,"positioned on a sunny day, a wooden chair flying in the sky in the city",1
a wooden chair playing music by the lake,a wooden chair walking slowly on the beach,0
a wooden chair swimming in the lake by the lake,a wooden chair swimming in the lake by the lake,1
a glass window swimming in the lake in the forest,a black cat flying in the sky in the forest,0
a wooden chair flying in the sky under a tree,a red bicycle flying in the sky beside the road,0
a glass window swimming in the lake in the forest on a sunny day,a black cat playing music on the beach,0
a brown dog swimming in the lake in the city,a red bicycle cooking dinner by the lake,0
a glass window climbing the mountain by the lake in the snow,a red bicycle sleeping on the couch under a tree,0
a yellow flower cooking dinner on the beach,a yellow flower cooking dinner atop the beach,1
a white house sleeping on the couch on the beach,a red bicycle reading a book at the park,0
a blue car dancing happily in the garden,a red bicycle playing music in the garden under clear sky,0
a red bicycle climbing the mountain near the river,a crimson bicycle climbing the mountain beside the river,1
a white house climbing the mountain in the city,a white home climbing the mountain in the city,1
a white house playing music near the river,a white dwelling playing music beside the river,1
a glass window flying in the sky under a tree,a red bicycle sleeping on the couch on the mountain,0
a silver laptop dancing happily in the city at dawn,a glass window walking slowly in the forest during storm,0
a silver laptop sleeping on the couch in the forest,a silver laptop sleeping on the couch in the forest,1
a white house sleeping on the couch on the beach,a black cat running in the park on the beach,0
a glass window playing music in the garden,a glass window playing music in the garden,1
a white house running in the park in the city,a white house dancing happily in the city during storm,0
a blue car sleeping on the couch on the mountain at dawn,a blue car flying in the sky on the beach,0
a glass window reading a book in the garden in the snow,a black cat cooking dinner at the park,0
a wooden chair dancing happily under a tree,a green tree cooking dinner in the garden,0
a black cat cooking dinner by the lake,a glass window sleeping on the couch under a tree,0
a red bicycle swimming in the lake in the city,a red bicycle swimming in the lake in the city,1
a green tree reading a book in the city,a silver laptop playing music beside the road,0
a red bicycle flying in the sky in the city,a cherry bike flying in the sky in the city,1
a brown dog playing music beside the road,a glass window sleeping on the couch near the river during sunset,0
a black cat playing music in the city during storm,a black feline playing music in the city during storm,1
a silver laptop walking slowly under a tree,a blue car climbing the mountain in the forest in the fog,0
a glass window walking slowly by the lake,a glass window ambling slowly by the lake,1
a blue car swimming in the lake by the lake during sunset,a cobalt auto swimming in the lake by the lake during sunset,1
a blue car reading a book in the city,a blue automobile reading a book in the city,1
a brown dog dancing happily in the city,a brown hound dancing happily in the city,1
a red bicycle reading a book beside the road,a black cat flying in the sky under a tree,0
a silver laptop walking slowly on the mountain,a white house walking slowly on the beach,0
a brown dog reading a book on the beach,a green tree flying in the sky near the river,0
a glass window walking slowly by the lake under clear sky,a glass window walking slowly by the lake below clear sky,1
a red bicycle dancing happily at the park,a brown dog running in the park in the garden,0
a blue car climbing the mountain at the park,a navy vehicle climbing the mountain at the park,1
a white house walking slowly in the garden during sunset,a wooden chair sleeping on the couch beside the road,0
a silver laptop swimming in the lake near the river,a wooden chair running in the park by the lake,0
a green tree dancing happily in the garden,a green tree dancing happily in the garden,1
a wooden chair swimming in the lake on the beach during twilight,a black cat playing music on the beach,0
a silver laptop walking slowly by the lake,a silver laptop strolling slowly by the lake,1
a white house reading a book under a tree,"beneath a tree, a white house reading a book",1
a brown dog dancing happily on the mountain,a silver laptop running in the park in the forest,0
a wooden chair running in the park beside the road,a glass window climbing the mountain beside the road,0
a blue car playing music on the beach,a glass window flying in the sky on the beach,0
a white house reading a book by the lake at dawn,a silver laptop sleeping on the couch in the garden,0
a black cat cooking dinner under a tree,a black kitty cooking dinner below a tree,1
a black cat swimming in the lake on the beach,a silver laptop sleeping on the couch in the forest,0
a glass window reading a book in the city,a green tree running in the park by the lake,0
a green tree flying in the sky in the garden during twilight,a green tree flying in the sky in the garden during twilight,1
a wooden chair dancing happily under a tree,"beneath a tree, a wooden chair dancing happily",1
a white house walking slowly in the forest on a sunny day,a yellow flower swimming in the lake under a tree in the snow,0
a silver laptop climbing the mountain near the river,a red bicycle swimming in the lake at the park in moonlight,0
a wooden chair playing music in the city at dawn,a white house cooking dinner under a tree,0
a glass window cooking dinner beside the road during sunset,a white house flying in the sky on the mountain in moonlight,0
a yellow flower climbing the mountain at the park,a green tree climbing the mountain on the mountain,0
a black cat sleeping on the couch at the park in moonlight,a red bicycle flying in the sky near the river in the rain,0
a red bicycle swimming in the lake beside the road,a yellow flower running in the park on the beach,0
a white house playing music under a tree,a red bicycle cooking dinner at the park in moonlight,0
a wooden chair running in the park beside the road,a yellow flower climbing the mountain in the city in the fog,0
a glass window running in the park under a tree at dawn,a silver laptop cooking dinner in the city,0
a black cat playing music by the lake,a black cat playing music by the lake,1
a black cat walking slowly near the river,a black kitten ambling slowly close to the river,1
a silver laptop flying in the sky by the lake,a silver laptop flying in the sky by the lake,1
a blue car dancing happily by the lake,a navy car dancing happily by the lake,1
a yellow flower running in the park in the city in the rain,a yellow flower running in the park in the city in the rain,1
a yellow flower flying in the sky in the forest,a glass window climbing the mountain under a tree,0
a green tree running in the park by the lake,a glass window playing music on the beach,0
a white house running in the park at the park,a yellow flower playing music on the mountain,0
a glass window playing music by the lake,a red bicycle dancing happily under a tree,0
a brown dog walking slowly beside the road in the snow,a black cat playing music by the lake during sunset,0
a white house climbing the mountain on the mountain during storm,a white house climbing the mountain atop the mountain during storm,1
a black cat climbing the mountain by the lake,a black kitten climbing the mountain by the lake,1
a silver laptop reading a book under a tree,a silver laptop reading a book under a tree,1
a silver laptop playing music in the forest,a white house sleeping on the couch under a tree,0
a green tree playing music in the forest,a forest green tree playing music in the forest,1
a glass window dancing happily on the beach in the fog,a blue car cooking dinner by the lake on a sunny day,0
a silver laptop swimming in the lake near the river in the snow,a white house dancing happily near the river in the snow,0
a blue car sleeping on the couch in the forest in the rain,a glass window cooking dinner by the lake during twilight,0
a yellow flower playing music in the city during sunset,a silver laptop running in the park on the beach,0
a silver laptop playing music in the forest,a black cat climbing the mountain in the garden in moonlight,0
a green tree walking slowly in the city,a green tree reading a book on the mountain during twilight,0
a white house flying in the sky under a tree,a blue car reading a book at the park,0
a white house flying in the sky near the river,a red bicycle reading a book under a tree during storm,0
a blue car flying in the sky near the river,a azure automobile flying in the sky close to the river,1
a red bicycle playing music in the forest,a silver laptop dancing happily on the mountain,0
a red bicycle running in the park in the forest,a wooden chair dancing happily in the forest,0
a yellow flower walking slowly on the mountain,"positioned on the mountain, a yellow flower walking slowly",1
a red bicycle cooking dinner by the lake under clear sky,a black cat running in the park in the garden,0
a white house sleeping on the couch at the park,a glass window climbing the mountain in the forest,0
a glass window running in the park by the lake,a glass window racing in the park by the lake,1
a white house flying in the sky under a tree,"beneath a tree, a white house flying in the sky",1
a white house climbing the mountain on the mountain at dawn,a blue car dancing happily at the park,0
a brown dog climbing the mountain on the mountain during sunset,"positioned on the mountain during sunset, a brown dog climbing the mountain",1
a black cat dancing happily in the forest,a black cat playing music in the garden,0
a green tree running in the park beside the road,a jade tree running in the park beside the road,1
a white house reading a book on the beach,a black cat cooking dinner on the beach in the snow,0
a green tree dancing happily on the beach in the rain,a white house swimming in the lake on the beach at dawn,0
a red bicycle climbing the mountain on the mountain at dawn,"positioned on the mountain at dawn, a red bicycle climbing the mountain",1
a brown dog running in the park by the lake,a blue car walking slowly in the garden in moonlight,0
a red bicycle playing music on the mountain,"positioned on the mountain, a red bicycle playing music",1
a white house swimming in the lake in the garden during storm,a yellow flower swimming in the lake in the forest on a sunny day,0
a yellow flower cooking dinner at the park in moonlight,"positioned onlight, a yellow flower cooking dinner at the park in mo",1
a blue car swimming in the lake beside the road,a blue car playing music on the beach,0
a green tree walking slowly on the beach,"positioned on the beach, a green tree walking slowly",1
a red bicycle swimming in the lake at the park,a crimson bike swimming in the lake at the park,1
a red bicycle sleeping on the couch in the city,a brown dog flying in the sky in the city in the fog,0
a wooden chair sleeping on the couch under a tree,"beneath a tree, a wooden chair sleeping on the couch",1
a yellow flower reading a book on the beach,a wooden chair climbing the mountain beside the road,0
a brown dog dancing happily in the forest,a brown pup dancing happily in the forest,1
a blue car reading a book near the river,a yellow flower cooking dinner in the city under clear sky,0
a brown dog climbing the mountain in the garden in the snow,a silver laptop playing music on the mountain,0
a yellow flower sleeping on the couch on the mountain,a yellow flower sleeping upon the couch over the mountain,1
a green tree flying in the sky in the city in the rain,a olive tree flying in the sky in the city in the rain,1
a black cat dancing happily beside the road during sunset,a red bicycle climbing the mountain in the forest,0
a red bicycle cooking dinner near the river on a sunny day,a green tree swimming in the lake on the mountain in the snow,0
a white house playing music on the mountain in the snow,a glass window swimming in the lake in the city,0
a green tree dancing happily near the river in the rain,a forest green tree dancing happily next to the river in the rain,1
a black cat cooking dinner beside the road during twilight,a glass window reading a book beside the road under clear sky,0
a silver laptop playing music under a tree,a red bicycle climbing the mountain in the garden,0
a red bicycle dancing happily in the forest,a glass window playing music in the forest during twilight,0
a green tree climbing the mountain beside the road,a forest green tree climbing the mountain beside the road,1
a white house sleeping on the couch beside the road in the snow,a white dwelling sleeping over the couch beside the road in the snow,1
a wooden chair walking slowly by the lake,a wooden chair climbing the mountain on the beach,0
a brown dog reading a book by the lake,a brown dog walking slowly on the beach in moonlight,0
a yellow flower climbing the mountain on the beach,a brown dog cooking dinner near the river,0
a black cat sleeping on the couch in the city in moonlight,a black cat sleeping upon the couch in the city in moonlight,1
a blue car playing music in the garden,a navy auto playing music in the garden,1
a wooden chair sleeping on the couch under a tree,a red bicycle playing music near the river in the fog,0
a silver laptop flying in the sky at the park,a wooden chair climbing the mountain in the city,0
a green tree sleeping on the couch under a tree,a glass window dancing happily in the forest,0
a green tree playing music beside the road,a emerald tree playing music beside the road,1
a yellow flower cooking dinner under a tree during storm,a blue car running in the park under a tree,0
a red bicycle reading a book under a tree,a cherry bicycle reading a book under a tree,1
a black cat dancing happily in the garden during storm,a black feline dancing happily in the garden during storm,1
a blue car reading a book near the river during storm,a red bicycle cooking dinner in the garden,0
a red bicycle cooking dinner on the mountain in moonlight,a green tree cooking dinner on the beach,0
a silver laptop walking slowly in the city in the rain,a silver laptop walking slowly in the city in the rain,1
a blue car dancing happily in the forest,a blue automobile dancing happily in the forest,1
a black cat cooking dinner beside the road,a wooden chair reading a book near the river,0
a green tree sleeping on the couch beside the road,a forest green tree sleeping on the couch beside the road,1
a green tree dancing happily beside the road in moonlight,a yellow flower flying in the sky on the beach,0
a glass window swimming in the lake in the forest during sunset,a brown dog dancing happily at the park,0
a glass window playing music in the garden,a black cat flying in the sky in the garden,0
a blue car flying in the sky on the mountain,a cerulean car flying in the sky atop the mountain,1
a red bicycle climbing the mountain on the beach under clear sky,"beneath clear sky, a red bicycle climbing the mountain on the beach",1
a blue car climbing the mountain at the park,a blue automobile climbing the mountain at the park,1
a black cat swimming in the lake on the beach,a brown dog swimming in the lake in the forest in moonlight,0
a black cat sleeping on the couch on the beach during twilight,a blue car walking slowly by the lake,0
a brown dog swimming in the lake on the beach,a blue car swimming in the lake in the forest during sunset,0
a brown dog playing music near the river during twilight,a glass window swimming in the lake in the forest during sunset,0
a glass window swimming in the lake on the beach,"positioned on the beach, a glass window swimming in the lake",1
a glass window reading a book under a tree,a white house sleeping on the couch by the lake on a sunny day,0
a red bicycle dancing happily on the beach,a wooden chair walking slowly in the forest,0
a black cat walking slowly in the city,a black cat reading a book by the lake,0
a wooden chair sleeping on the couch under a tree,a green tree running in the park at the park,0
a green tree sleeping on the couch on the mountain,a emerald tree sleeping atop the couch on the mountain,1
a white house dancing happily beside the road,a wooden chair swimming in the lake on the beach in the snow,0
a yellow flower running in the park at the park,a green tree sleeping on the couch by the lake,0
a wooden chair dancing happily by the lake,a wooden chair dancing happily by the lake,1
a black cat swimming in the lake at the park in the rain,a wooden chair cooking dinner beside the road,0
a blue car playing music in the garden under clear sky,a silver laptop sleeping on the couch at the park,0
a red bicycle cooking dinner beside the road in the snow,a red bicycle dancing happily under a tree,0
a dog running in the park,un cane che corre nel parco,1
a white house flying in the sky on the mountain,a yellow flower walking slowly in the forest,0
a glass window dancing happily on the beach,a blue car dancing happily on the beach,0
a blue car flying in the sky near the river,a navy automobile flying in the sky near the river,1
a yellow flower swimming in the lake by the lake in moonlight,a yellow flower swimming in the lake by the lake in moonlight,1
a yellow flower dancing happily on the mountain during twilight,a glass window climbing the mountain at the park,0
a yellow flower cooking dinner in the garden,a black cat playing music on the mountain at dawn,0
a wooden chair sleeping on the couch at the park,a white house flying in the sky in the city,0
a black cat running in the park in the city,a white house flying in the sky by the lake,0
a yellow flower sleeping on the couch by the lake under clear sky,a glass window sleeping on the couch in the city during twilight,0
a black cat flying in the sky in the city in the fog,a black kitten flying in the sky in the city in the fog,1
a brown dog cooking dinner in the forest,a glass window flying in the sky in the forest,0
a glass window swimming in the lake near the river in moonlight,a glass window swimming in the lake close to the river in moonlight,1
a green tree reading a book near the river,a yellow flower flying in the sky near the river,0
a glass window swimming in the lake in the garden,a blue car flying in the sky beside the road at dawn,0
a green tree sleeping on the couch in the forest during twilight,a emerald tree sleeping upon the couch in the forest during twilight,1
a yellow flower sleeping on the couch on the mountain during twilight,a blue car swimming in the lake in the forest during sunset,0
a yellow flower sleeping on the couch on the beach,a red bicycle playing music on the beach,0
a red bicycle climbing the mountain under a tree,"beneath a tree, a red bicycle climbing the mountain",1
a green tree running in the park on the beach,"positioned on the beach, a green tree running in the park",1
a silver laptop running in the park at the park,a silver laptop flying in the sky under a tree,0
a blue car playing music beside the road,a cobalt car playing music beside the road,1
a yellow flower cooking dinner in the forest,a white house cooking dinner on the mountain during twilight,0
a yellow flower walking slowly on the beach at dawn,"positioned on the beach at dawn, a yellow flower walking slowly",1
a black cat playing music in the garden during sunset,a black feline playing music in the garden during sunset,1
a blue car dancing happily on the beach,a navy automobile dancing happily upon the beach,1
a silver laptop playing music beside the road,a silver laptop climbing the mountain at the park,0
a blue car climbing the mountain near the river,a white house playing music on the mountain during twilight,0
a yellow flower playing music at the park during twilight,a glass window cooking dinner on the mountain at dawn,0
a brown dog dancing happily in the city,a brown pooch dancing happily in the city,1
a blue car flying in the sky under a tree,"beneath a tree, a blue car flying in the sky",1
a yellow flower climbing the mountain under a tree on a sunny day,"beneath a tree on a sunny day, a yellow flower climbing the mountain",1
a brown dog playing music in the garden,a yellow flower reading a book on the beach,0
a brown dog dancing happily on the beach,a red bicycle reading a book in the garden,0
a white house sleeping on the couch beside the road,"positioned on the couch beside the road, a white house sleeping",1
a wooden chair flying in the sky on the mountain,a wooden chair flying in the sky on the mountain,1
a glass window swimming in the lake in the city,a blue car swimming in the lake at the park,0
a yellow flower flying in the sky on the mountain,"positioned on the mountain, a yellow flower flying in the sky",1
a yellow flower swimming in the lake in the garden,a wooden chair climbing the mountain in the city,0
a brown dog sleeping on the couch near the river,a red bicycle running in the park in the city,0
a red bicycle dancing happily at the park under clear sky,"beneath clear sky, a red bicycle dancing happily at the park",1
a wooden chair climbing the mountain by the lake,a red bicycle climbing the mountain by the lake,0
a brown dog swimming in the lake in the city,a brown pup swimming in the lake in the city,1
a white house playing music in the city in the fog,a glass window walking slowly in the garden,0
a brown dog dancing happily beside the road,a black cat walking slowly on the beach during storm,0
a brown dog cooking dinner near the river,a silver laptop running in the park on the mountain,0
a silver laptop flying in the sky in the forest under clear sky,a silver laptop flying in the sky in the forest under clear sky,1
a blue car running in the park in the city on a sunny day,a yellow flower sleeping on the couch in the forest in the rain,0
a glass window playing music in the forest,a glass window playing music in the forest,1
a wooden chair playing music beside the road,a black cat playing music by the lake,0
a silver laptop running in the park at the park at dawn,a blue car flying in the sky by the lake,0
a green tree sleeping on the couch at the park,a forest green tree sleeping upon the couch at the park,1
a glass window flying in the sky on the mountain in the rain,a black cat dancing happily on the mountain under clear sky,0
a glass window climbing the mountain on the mountain,"positioned on the mountain, a glass window climbing the mountain",1
a white house swimming in the lake in the city,a white house flying in the sky on the mountain,0
a black cat walking slowly in the garden,a white house reading a book on the mountain,0
a black cat sleeping on the couch beside the road during sunset,a red bicycle sleeping on the couch on the beach in moonlight,0
a glass window running in the park by the lake,a silver laptop reading a book by the lake in the fog,0
a black cat dancing happily at the park,a black kitten dancing happily at the park,1
a brown dog flying in the sky under a tree,a green tree swimming in the lake near the river,0
a red bicycle swimming in the lake in the city,a green tree sleeping on the couch at the park during storm,0
a green tree sleeping on the couch in the forest,a wooden chair swimming in the lake under a tree,0
a red bicycle climbing the mountain on the mountain,"positioned on the mountain, a red bicycle climbing the mountain",1
a glass window climbing the mountain at the park,a red bicycle walking slowly near the river,0
a brown dog playing music near the river during sunset,a blue car sleeping on the couch in the garden,0
a red bicycle reading a book at the park,a crimson bicycle reading a book at the park,1
a red bicycle running in the park near the river,a yellow flower swimming in the lake in the city,0
a green tree swimming in the lake on the mountain,a jade tree swimming in the lake over the mountain,1
a wooden chair running in the park in the city,a wooden chair running in the park in the city,1
a green tree dancing happily under a tree,a green tree swimming in the lake beside the road,0
a white house flying in the sky in the garden,a green tree flying in the sky by the lake in moonlight,0
a silver laptop flying in the sky on the beach,a glass window swimming in the lake near the river on a sunny day,0
a silver laptop sleeping on the couch on the mountain,a silver laptop sleeping over the couch upon the mountain,1
a green tree walking slowly by the lake on a sunny day,a red bicycle swimming in the lake beside the road under clear sky,0
a silver laptop flying in the sky under a tree,a green tree dancing happily in the city during storm,0
a wooden chair swimming in the lake under a tree in moonlight,a glass window sleeping on the couch on the mountain,0
a red bicycle swimming in the lake by the lake during storm,a glass window running in the park near the river,0
a green tree swimming in the lake in the city,a blue car swimming in the lake at the park,0
a brown dog running in the park by the lake,a brown pup running in the park by the lake,1
a blue car flying in the sky beside the road during sunset,a blue car flying in the sky beside the road during sunset,1
a blue car dancing happily on the mountain in the snow,a silver laptop swimming in the lake at the park during sunset,0
a glass window swimming in the lake on the mountain,a glass window walking slowly in the garden,0
a black cat cooking dinner near the river,a white house cooking dinner in the forest,0
a white house climbing the mountain under a tree,a red bicycle playing music on the beach,0
a wooden chair walking slowly near the river,a silver laptop walking slowly at the park during storm,0
a blue car dancing happily in the forest in the fog,a glass window running in the park on the mountain,0
a red bicycle climbing the mountain at the park,a red cycle climbing the mountain at the park,1
a green tree climbing the mountain in the forest,a black cat sleeping on the couch in the city in moonlight,0
a glass window running in the park in the garden in the rain,a glass window running in the park in the garden in the rain,1
a blue car flying in the sky in the forest,a black cat running in the park on the beach,0
a red bicycle sleeping on the couch beside the road,a wooden chair playing music under a tree during storm,0
a wooden chair reading a book on the beach,a black cat swimming in the lake by the lake in moonlight,0
a wooden chair reading a book near the river,a wooden chair reading a book near the river,1
a wooden chair sleeping on the couch in the garden,a wooden chair climbing the mountain near the river,0
a white house walking slowly under a tree,a wooden chair cooking dinner in the forest during twilight,0
a green tree cooking dinner by the lake,a yellow flower sleeping on the couch at the park in the snow,0
a glass window reading a book on the beach,a blue car flying in the sky on the mountain,0
a black cat walking slowly at the park during sunset,a black feline walking slowly at the park during sunset,1
a yellow flower walking slowly on the beach under clear sky,a green tree dancing happily at the park during storm,0
a silver laptop climbing the mountain near the river,a white house playing music on the beach,0
a glass window walking slowly in the forest,a brown dog walking slowly beside the road,0
a white house running in the park by the lake during sunset,a white dwelling running in the park by the lake during sunset,1
a green tree playing music near the river under clear sky,a yellow flower playing music near the river in the snow,0
a white house climbing the mountain on the mountain,"positioned on the mountain, a white house climbing the mountain",1
a red bicycle swimming in the lake under a tree during twilight,a brown dog reading a book beside the road,0
a glass window cooking dinner under a tree,a white house walking slowly at the park,0
a glass window dancing happily in the garden,a glass window dancing happily in the garden,1
a green tree reading a book near the river,a silver laptop sleeping on the couch on the mountain,0
a red bicycle sleeping on the couch beside the road during storm,a black cat reading a book under a tree,0
a blue car reading a book on the beach,a green tree walking slowly beside the road on a sunny day,0
a glass window running in the park by the lake,a white house reading a book by the lake,0
a glass window running in the park under a tree,a green tree sleeping on the couch beside the road,0
a glass window reading a book under a tree,a wooden chair climbing the mountain in the forest during twilight,0
a brown dog sleeping on the couch in the forest,a green tree cooking dinner at the park during twilight,0
a wooden chair swimming in the lake in the forest in the rain,a white house climbing the mountain in the city,0
a glass window cooking dinner beside the road,a blue car reading a book near the river,0
a silver laptop cooking dinner in the garden,a blue car cooking dinner by the lake,0
a white house running in the park in the garden,a white dwelling sprinting in the park in the garden,1
